feat,importance
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella|s__Eggerthella_unclassified,0.2600919396318172
K25904,0.2597890483066267
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica,0.2583421800845798
K00375,0.2575419256404504
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_unclassified,0.2569087828742323
K02890,0.25628098117885867
K07729,0.2561294926417739
K01897,0.2561281111356933
K02871,0.25562841217742666
K05832,0.2555341518547016
K15635,0.2551476085791342
K22607,0.2550985137462473
K00053,0.25345512664534803
K09691,0.2533751192172509
K16109,0.25265134401342654
K20678,0.25236233919554113
K09888,0.2522457212726275
K07741,0.25206497537191985
K14060,0.2518723561533962
K12630,0.2516084388707871
K00766,0.2513729333295473
K00759,0.2505489928716971
K03931,0.2502328939590345
K09015,0.2500101155819692
K02881,0.24986186663795382
K01579,0.24961112409891742
K06131,0.24939204959446049
K19334,0.24878361663149728
K06199,0.24812391918021362
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii,0.24796359998554307
K01200,0.24768879909424596
K11104,0.2460057406437939
K01051,0.24562051227985526
K03830,0.2455232953707294
K21175,0.2452849599503658
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus,0.2451392043431034
K03630,0.24497802166012939
K01181,0.244879932143445
K09952,0.24463997995189687
K17108,0.24403965245710113
K08999,0.24382884057740628
K00682,0.2437771221739216
K01804,0.2437201121902009
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_unclassified,0.2436748926934319
K15391,0.2435167605035517
K16906,0.24286345333996068
K02050,0.24264850235704
K23631,0.2422622073299845
K03651,0.24205398509366025
K12907,0.24183210409682662
K01012,0.24155030694964552
K09460,0.24126330595754367
K03596,0.2412469869022956
K03668,0.2410047404416665
K03610,0.2408879220101866
K07979,0.2407965380143638
K07173,0.24068218871979952
K13292,0.24035279305826085
K06920,0.2403365285781525
K18197,0.23981040548096363
K03076,0.2395139665113658
K12996,0.239468091558589
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_unclassified,0.2394649921880026
K16111,0.2390315618131336
K01934,0.23836248585120956
K09702,0.23807558856060218
K07340,0.23777273831819706
K17472,0.23773979998077047
K01835,0.23764172403434466
K07443,0.2366023127251521
K10212,0.23644733690343592
K01737,0.2362993650676789
K02124,0.2356247037969276
K00606,0.2349252740550558
K07316,0.23475378168688943
K09710,0.2347504880490289
K07107,0.23446264708763728
K02919,0.23440237851855042
K18672,0.23369901260593617
K07507,0.2334905871939531
K13652,0.23342264696998138
K02557,0.23288644825879495
K19081,0.23221685929686833
K06881,0.23204246107979687
K00604,0.23202004144013355
K15633,0.23186453429297849
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_oralis_pneumoniae,0.23155527736707543
K11753,0.23133046432394347
K19699,0.23128681663365297
K15772,0.23125497534601702
K11068,0.23098303116785032
K00052,0.23065514324116418
K17838,0.23059357381134374
K01775,0.23026132562517526
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales|f__Gallionellaceae|g__Gallionellaceae_unclassified,0.2300124953326277
K02315,0.22994913253932997
K25672,0.22967558738537022
K23646,0.22954843935803923
K02224,0.22920921663717048
K22441,0.22905641533725252
K01788,0.22882519370977963
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_sp_AP2,0.22828905576898212
K16785,0.22795599850814807
K02503,0.2275393354411774
K02189,0.22732882635318416
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale,0.22715780976250088
K13306,0.22668781509504596
K02493,0.22658178879123467
K06284,0.2265722345164225
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii,0.22614147409148988
K06926,0.225890602594062
K15977,0.2258670673309078
K00287,0.22570030379574388
K00943,0.22558749665222136
K06223,0.225446704340354
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Olsenella|s__Olsenella_unclassified,0.2253870691638415
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus,0.22528790625392217
K02836,0.22494871729008767
K02990,0.22494479446686189
K16096,0.2244149670368625
K03625,0.2241127875176954
